10000 243154 185204 164291 32
10000 244391 184704 163484 27
10000 256041 189727 168604 28
10000 261816 197655 176492 30
10000 261295 194046 172950 32
10000 283536 199881 178707 26
10000 250936 185240 164115 27
10000 285465 202252 181122 29
10000 271958 197248 176219 33
10000 267668 193926 172782 32
10000 250485 191372 170363 32
10000 246394 184573 163478 29
10000 247709 187727 166595 29
10000 251988 191709 170674 31
10000 252597 189271 168176 28
10000 266247 199109 177917 31
10000 245206 185144 163979 29
10000 254753 189730 168728 29
10000 274030 206773 185455 33
10000 257382 199423 178439 33
20000 546516 406093 363794 35
20000 521395 390374 347964 29
20000 566625 412039 369712 31
20000 566817 425079 382890 31
20000 557839 416904 374703 32
20000 541139 404738 362502 35
20000 567538 412563 370426 31
20000 556838 415565 373480 32
20000 533348 405043 362825 32
20000 576431 422801 380555 35
20000 544858 397313 355146 30
20000 543167 409824 367914 32
20000 556695 414680 372607 30
20000 553872 410556 367996 30
20000 535660 408639 366420 36
20000 542301 402883 360624 31
20000 521156 396602 354552 32
20000 551648 415020 372771 32
20000 576578 420621 378377 35
20000 555407 408326 366096 31
30000 887888 663068 599772 36
30000 854182 632138 568908 31
30000 844988 634616 571453 33
30000 927733 677627 614157 38
30000 829754 614767 551793 33
30000 824009 613410 550092 35
30000 865516 633642 570417 33
30000 844695 639336 576245 33
30000 835607 623850 560602 33
30000 871694 640226 577112 36
30000 840911 614940 551593 31
30000 883505 646127 583030 37
30000 932449 672860 609383 33
30000 879649 629819 566448 31
30000 887193 639910 576409 35
30000 894852 637910 574360 32
30000 869519 651752 588494 33
30000 856185 636882 573472 33
30000 862744 646971 583685 33
30000 819827 612247 549011 30
40000 1229603 897040 812694 34
40000 1183677 858172 773809 34
40000 1178937 858699 774183 36
40000 1236775 916678 832380 36
40000 1209415 883800 798942 37
40000 1181135 867688 783041 30
40000 1172396 868901 784375 37
40000 1248170 891926 807562 35
40000 1192295 894296 810556 33
40000 1129524 857073 772477 34
40000 1172372 878655 794252 37
40000 1235644 901810 817123 38
40000 1153598 842366 757874 32
40000 1155224 862977 778649 34
40000 1152523 845765 761537 33
40000 1178221 878581 794261 34
40000 1173879 884362 800086 34
40000 1211606 883189 798990 34
40000 1214671 902018 817555 35
40000 1169216 868952 784708 34
50000 1447192 1090306 984605 35
50000 1534570 1130432 1024907 38
50000 1539085 1114178 1008692 37
50000 1517919 1127273 1021806 34
50000 1630568 1158860 1053883 44
50000 1534149 1105508 1000384 37
50000 1494643 1112008 1006403 35
50000 1456602 1077478 972119 35
50000 1496146 1088622 983422 36
50000 1523517 1112161 1006618 38
50000 1497499 1126094 1020929 35
50000 1537726 1138672 1032581 34
50000 1568800 1121511 1015982 35
50000 1548771 1157413 1052316 36
50000 1579972 1208871 1103132 38
50000 1525833 1127540 1022161 35
50000 1488547 1088112 982706 34
