10000 27839 15682 25681 7842
10000 27845 15694 25693 7848
10000 27916 15836 25835 7919
10000 27862 15728 25727 7865
10000 27786 15576 25575 7789
10000 27865 15734 25733 7868
10000 27839 15682 25681 7842
10000 27842 15688 25687 7845
10000 27892 15788 25787 7895
10000 27869 15742 25741 7872
10000 27832 15668 25667 7835
10000 27873 15750 25749 7876
10000 27852 15708 25707 7855
10000 27891 15786 25785 7894
10000 27888 15780 25779 7891
10000 27863 15730 25729 7866
10000 27831 15666 25665 7834
10000 27889 15782 25781 7892
10000 27838 15680 25679 7841
10000 27834 15672 25671 7837
20000 55675 31354 51353 15678
20000 55500 31004 51003 15503
20000 55773 31550 51549 15776
20000 55654 31312 51311 15657
20000 55701 31406 51405 15704
20000 55679 31362 51361 15682
20000 55769 31542 51541 15772
20000 55709 31422 51421 15712
20000 55756 31516 51515 15759
20000 55697 31398 51397 15700
20000 55636 31276 51275 15639
20000 55714 31432 51431 15717
20000 55694 31392 51391 15697
20000 55702 31408 51407 15705
20000 55761 31526 51525 15764
20000 55676 31356 51355 15679
20000 55734 31472 51471 15737
20000 55758 31520 51519 15761
20000 55825 31654 51653 15828
20000 55709 31422 51421 15712
30000 83622 47248 77247 23625
30000 83680 47364 77363 23683
30000 83658 47320 77319 23661
30000 83542 47088 77087 23545
30000 83567 47138 77137 23570
30000 83567 47138 77137 23570
30000 83647 47298 77297 23650
30000 83566 47136 77135 23569
30000 83556 47116 77115 23559
30000 83639 47282 77281 23642
30000 83520 47044 77043 23523
30000 83590 47184 77183 23593
30000 83638 47280 77279 23641
30000 83668 47340 77339 23671
30000 83555 47114 77113 23558
30000 83552 47108 77107 23555
30000 83695 47394 77393 23698
30000 83589 47182 77181 23592
30000 83604 47212 77211 23607
30000 83531 47066 77065 23534
40000 111415 62834 102833 31418
40000 111420 62844 102843 31423
40000 111476 62956 102955 31479
40000 111474 62952 102951 31477
40000 111681 63366 103365 31684
40000 111560 63124 103123 31563
40000 111466 62936 102935 31469
40000 111500 63004 103003 31503
40000 111529 63062 103061 31532
40000 111451 62906 102905 31454
40000 111517 63038 103037 31520
40000 111464 62932 102931 31467
40000 111412 62828 102827 31415
40000 111520 63044 103043 31523
40000 111448 62900 102899 31451
40000 111399 62802 102801 31402
40000 111440 62884 102883 31443
40000 111512 63028 103027 31515
40000 111415 62834 102833 31418
40000 111465 62934 102933 31468
50000 139418 78840 128839 39421
50000 139293 78590 128589 39296
50000 139437 78878 128877 39440
50000 139293 78590 128589 39296
50000 139335 78674 128673 39338
50000 139361 78726 128725 39364
50000 139403 78810 128809 39406
50000 139255 78514 128513 39258
50000 139291 78586 128585 39294
50000 139333 78670 128669 39336
