10000 243485 980281 689048 43
10000 243062 978576 687709 40
10000 243044 978393 687978 42
10000 242651 976454 686612 45
10000 242865 977491 687393 35
10000 243848 980748 688771 42
10000 244413 984331 692118 37
10000 242783 977222 686901 43
10000 243191 978977 687765 37
10000 242813 977783 687166 39
10000 242883 977714 687119 37
10000 244088 983419 691371 39
10000 243285 979016 687980 37
10000 244103 983321 690882 42
10000 243035 978045 687303 38
10000 242818 976963 686565 39
10000 243409 980078 688711 42
10000 243838 981590 689332 37
10000 244384 984530 691669 36
10000 243389 979943 688614 39
20000 532937 2161967 1515111 44
20000 532019 2157885 1512674 42
20000 533499 2165535 1518991 44
20000 532986 2162551 1515497 39
20000 533153 2164260 1517354 46
20000 534203 2167941 1520293 42
20000 533361 2165831 1519049 41
20000 533131 2163727 1517641 43
20000 533744 2166435 1518696 46
20000 533338 2163096 1515852 41
20000 532537 2160970 1515391 36
20000 532935 2162658 1516001 42
20000 532480 2161126 1514880 40
20000 533823 2166487 1518593 39
20000 533222 2164861 1518453 39
20000 533750 2166122 1519275 48
20000 532845 2162520 1516476 41
20000 533461 2165049 1517831 44
20000 534025 2168070 1519902 47
20000 533813 2166951 1519145 40
30000 840895 3427485 2400623 45
30000 839183 3418788 2394188 47
30000 841929 3431028 2402432 47
30000 841730 3429923 2401368 40
30000 841293 3429056 2401438 41
30000 839676 3421561 2396601 47
30000 840418 3423545 2397008 42
30000 840620 3426410 2399184 42
30000 840953 3427560 2400075 45
30000 839960 3422135 2396447 47
30000 839876 3422285 2396565 46
30000 840063 3423495 2397873 45
30000 840479 3425702 2399048 53
30000 840974 3427364 2399316 45
30000 839031 3418309 2393548 45
30000 840524 3425017 2398431 41
30000 839682 3421012 2395499 49
30000 840269 3423874 2398191 45
30000 841818 3430713 2401920 50
30000 840810 3426305 2399520 43
40000 1159897 4739538 3317116 53
40000 1158478 4732814 3312106 51
40000 1161191 4745410 3321090 47
40000 1160077 4740739 3317481 40
40000 1158222 4732251 3312200 47
40000 1160696 4743331 3318774 42
40000 1158817 4734884 3313161 47
40000 1161439 4745960 3320913 44
40000 1160077 4741210 3317810 46
40000 1158617 4733681 3312330 47
40000 1160030 4739974 3316444 43
40000 1160348 4741640 3317164 46
40000 1159260 4737421 3315367 48
40000 1158947 4734535 3312778 50
40000 1159773 4739287 3316187 50
40000 1160228 4740968 3317525 45
40000 1158627 4734137 3313058 50
40000 1160255 4741700 3319051 44
40000 1158581 4734091 3312961 47
40000 1158994 4735196 3313904 49
50000 1486565 6086355 4257504 49
50000 1484458 6077267 4251157 45
50000 1486732 6087293 4258501 48
50000 1484099 6075489 4248832 49
50000 1486794 6087299 4258330 51
50000 1487545 6090320 4259033 53
50000 1482528 6067177 4243268 45
50000 1485360 6080565 4252068 49
50000 1485831 6083831 4256019 48
50000 1485575 6080317 4253038 48
50000 1485685 6082489 4255809 51
50000 1485810 6082667 4255096 47
50000 1487286 6089347 4258748 49
50000 1485973 6082437 4254603 44
50000 1485484 6081469 4253921 50
50000 1488120 6093087 4261374 49
50000 1489510 6098373 4264078 51
50000 1487309 6088897 4257232 50
50000 1487749 6090873 4260358 51
50000 1486585 6085844 4256978 45
60000 1822808 7474868 5225586 46
60000 1820758 7464978 5219074 46
60000 1821582 7469946 5221760 52
60000 1821968 7470620 5222058 50
60000 1819813 7461721 5216261 50
60000 1822738 7474564 5226452 45
60000 1820695 7464371 5218411 42
60000 1820984 7466163 5218857 46
60000 1818268 7455058 5212681 46
60000 1819386 7460025 5216074 49
60000 1822574 7474705 5225138 46
60000 1821105 7466542 5219829 57
60000 1822668 7473954 5224686 48
60000 1820178 7463135 5216821 45
60000 1821301 7467512 5219569 46
60000 1820115 7462530 5215823 60
60000 1820549 7464589 5218334 46
60000 1821200 7468318 5221033 49
60000 1819815 7460651 5215847 48
60000 1818502 7455393 5212257 49
70000 2163517 8882295 6208334 52
70000 2159669 8864940 6195058 46
70000 2159969 8867199 6196542 53
70000 2161234 8873165 6201730 52
70000 2160235 8868172 6196595 47
70000 2159042 8863106 6194234 48
70000 2157136 8854841 6188371 45
70000 2162198 8877659 6204741 51
70000 2160161 8868513 6198258 49
70000 2161111 8871365 6199964 51
70000 2160623 8870596 6199962 53
70000 2164198 8885267 6208180 48
70000 2163855 8884518 6208663 49
70000 2160386 8869892 6198995 49
70000 2159606 8864924 6195884 56
70000 2159588 8866035 6195876 50
70000 2160441 8868911 6197625 49
70000 2156426 8850837 6186599 48
70000 2159272 8864729 6194747 51
70000 2159889 8867316 6197406 53
80000 2503483 10288517 7187114 48
80000 2506494 10300379 7195166 47
80000 2506408 10301026 7195688 55
80000 2503660 10289279 7188920 48
80000 2504463 10292095 7191251 47
80000 2502395 10282723 7184202 48
80000 2501703 10280642 7182451 55
80000 2502634 10284009 7184849 52
80000 2503974 10290036 7188981 51
80000 2502641 10283539 7185460 49
80000 2504979 10294404 7191807 52
80000 2502249 10281986 7183419 48
80000 2508076 10307903 7201065 47
80000 2503591 10287969 7187433 47
80000 2503121 10285601 7186038 51
80000 2504091 10291271 7190831 52
80000 2505331 10295445 7192031 48
80000 2507664 10306316 7200382 46
80000 2505578 10297378 7192983 51
80000 2504747 10292960 7190938 58
90000 2854876 11744110 8201700 57
90000 2856997 11753881 8209874 53
90000 2856151 11747831 8205579 51
90000 2854172 11742056 8202974 51
90000 2854104 11740820 8201611 49
90000 2854827 11742844 8201272 57
90000 2853050 11736190 8197606 48
90000 2854666 11743385 8204135 61
90000 2855637 11747391 8204725 47
90000 2856850 11752746 8208916 48
90000 2853565 11736129 8197430 51
90000 2853936 11739381 8199654 55
90000 2854211 11741782 8201953 52
90000 2852537 11732456 8194764 49
90000 2852913 11734323 8196965 49
90000 2855203 11744805 8203623 52
90000 2854316 11740804 8202773 54
90000 2853514 11737075 8197518 48
90000 2853926 11738906 8199573 50
90000 2854655 11742588 8201050 55
100000 3205108 13192549 9212475 52
100000 3206911 13200694 9218502 47
100000 3207245 13202535 9217489 50
100000 3209230 13212520 9226512 51
100000 3205391 13195011 9213380 53
100000 3206994 13202272 9218418 51
100000 3207508 13205144 9222683 47
100000 3206946 13200871 9217753 52
100000 3205758 13195192 9214821 46
100000 3208821 13210519 9223934 53
100000 3206294 13198509 9217003 50
100000 3202590 13181797 9206484 49
100000 3207554 13204902 9220797 49
100000 3202572 13182447 9205383 54
100000 3204171 13191091 9214313 50
100000 3205538 13195372 9213746 61
100000 3203743 13187909 9210813 52
100000 3208316 13206168 9221183 48
100000 3208687 13209296 9223384 50
100000 3205777 13196374 9214238 52
